date,spatial_id,lat,lon,.geo,satellite,NDVI,NDWI,MNDWI,NDRE,IRECI,S2REP,VH,VV,Ratio,LST,Slope,week
2025-08-16,46.104434_12.837971,46.10443399855768,12.837970861422509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.837970861422509,46.10443399855768]}",S1,,,,,,,-18.849669581363568,-10.747726532430605,-8.101943048932963,,1.627348780632019,2025-W33
2025-08-17,46.107806_12.834064,46.10780564170761,12.834064160397553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.834064160397551,46.10780564170761]}","S1,S2",,,,,,,-18.42823533862673,-11.603077964300152,-6.825157374326579,,0.0,2025-W33
2025-08-17,46.110355_12.833206,46.110354734850475,12.83320586101179,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.83320586101179,46.110354734850475]}","S1,S2",0.66391663048198,-0.6223539373412362,-0.5622085889570552,0.3952302931003095,5697.688139674894,718.096919127086,-15.45638968061676,-9.272591417171904,-6.183798263444855,,1.3376015424728394,2025-W33
2025-08-17,46.110792_12.83893,46.11079239782748,12.838930493438935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.838930493438935,46.11079239782748]}","S1,S2",0.6764831412718737,-0.6131416837782341,-0.5371007371007371,0.4016057091882248,5997.774597495528,717.8147921760391,-18.365021347134416,-10.695639166363357,-7.669382180771061,,1.6274760961532593,2025-W33
2025-08-17,46.106314_12.840948,46.10631404312886,12.840948420271369,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.840948420271369,46.10631404312886]}","S1,S2",,,,,,,-16.433178502059867,-8.926962102510965,-7.506216399548903,,2.673558235168457,2025-W33
2025-08-15,46.106613_12.83204,46.10661347699421,12.83204031143668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.83204031143668,46.10661347699421]}",S2,0.7746750120365913,-0.6682507354605114,-0.5585666967780789,0.514379622021364,8099.065989847716,721.6230936819172,,,,,0.0,2025-W33
2025-08-16,46.115589_12.832793,46.11558915306472,12.832792761810698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.832792761810698,46.11558915306472]}",S1,,,,,,,-15.82013809000219,-9.235430676424691,-6.5847074135774974,,0.9274099469184875,2025-W33
2025-08-15,46.102153_12.841565,46.10215286183444,12.84156477386454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.841564773864539,46.10215286183444]}",S2,0.8468592388812471,-0.7082273112807463,-0.5055695292849443,0.5609378027514048,10850.835834068845,721.6951275045537,,,,,2.8292102813720703,2025-W33
2025-08-17,46.113597_12.830454,46.11359743977482,12.830454320038289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.830454320038289,46.11359743977482]}","S1,S2",0.6803044719314938,-0.6359425660027791,-0.5908381051535658,0.3974282888229475,5170.491135915956,716.9413211524948,-19.076604132231513,-11.088532733287453,-7.988071398944061,,1.8543341159820557,2025-W33
2025-08-16,46.115072_12.83211,46.11507203126787,12.832109734088178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.832109734088178,46.11507203126787]}",S1,,,,,,,-17.24301231789509,-9.863293572486604,-7.379718745408487,,1.6275590658187866,2025-W33
2025-08-17,46.111513_12.833545,46.11151346221691,12.83354514232412,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.83354514232412,46.11151346221691]}","S1,S2",0.6594607724070926,-0.603755868544601,-0.5728744939271255,0.3835560955852571,4828.363994743759,717.2355588897225,-16.836061361393202,-10.523818490701364,-6.312242870691838,,1.3376284837722778,2025-W33
2025-08-17,46.108302_12.832675,46.10830234028969,12.832675152289177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.832675152289177,46.10830234028969]}","S1,S2",0.7096840801156308,-0.6228929831438651,-0.5163398692810458,0.4207275223061084,7024.244075829384,718.1629609544468,-18.017255580241073,-11.46752605838279,-6.549729521858284,,0.0,2025-W33
2025-08-15,46.108369_12.836044,46.10836916922089,12.836044424834505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.836044424834503,46.10836916922089]}",S2,0.6989075406341594,-0.6281920326864147,-0.590320765334834,0.4550433591967138,5557.195979899498,721.1538461538462,,,,,3.0843875408172607,2025-W33
2025-08-15,46.115352_12.837177,46.115351842068605,12.837176749063206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.837176749063206,46.115351842068605]}",S2,0.7126156843643449,-0.629286376274328,-0.5642701525054467,0.4583160514309415,6295.405819295559,720.5066079295154,,,,,3.937642812728882,2025-W33
2025-08-15,46.102971_12.838646,46.10297115596104,12.838645578191931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.838645578191933,46.102971155961036]}",S2,0.7137536578877361,-0.6271785804496085,-0.5501371533069186,0.4607709750566893,5850.524810765349,720.8698630136986,,,,,0.0,2025-W33
2025-08-16,46.114585_12.830523,46.114585242742194,12.830522859691666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.830522859691666,46.114585242742194]}",S1,,,,,,,-17.20068423733715,-10.595206980011865,-6.605477257325287,,1.3377093076705933,2025-W33
2025-08-17,46.115091_12.828875,46.11509056758364,12.828875401575532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.828875401575532,46.11509056758364]}","S1,S2",0.6919631749191341,-0.6581321628871007,-0.6236241610738255,0.4273719563392107,5792.2478005865105,719.591059602649,-17.309534759215733,-10.883189573720792,-6.426345185494942,,4.112565040588379,2025-W33
2025-08-15,46.100994_12.841225,46.100994160292714,12.841225395879516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.841225395879516,46.100994160292714]}",S2,0.7659849857623608,-0.6618757612667479,-0.5396351575456053,0.4973661106233538,7032.002620087336,721.018574908648,,,,,3.251943588256836,2025-W33
2025-08-15,46.108959_12.83725,46.10895870760027,12.83725007599191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.83725007599191,46.10895870760027]}",S2,0.6933999474099395,-0.6332741567334517,-0.5964275746581077,0.4410382635936451,5410.849479583667,720.3784074605452,,,,,1.3375678062438965,2025-W33
2025-08-15,46.102634_12.845998,46.10263363826776,12.845997665611328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.845997665611327,46.10263363826776]}",S2,0.8281213805883716,-0.6964746345657782,-0.5280748663101604,0.5603005140371689,10467.228417266188,722.1160130718954,,,,,1.8543341159820557,2025-W33
2025-08-16,46.103633_12.848396,46.10363289602398,12.8483964184557,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.8483964184557,46.10363289602398]}",S1,,,,,,,-18.942183795191987,-11.839810025865672,-7.102373769326315,,4.412288188934326,2025-W33
2025-08-17,46.102008_12.84052,46.1020080186683,12.840519546209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.840519546209,46.1020080186683]}","S1,S2",,,,,,,-16.306902729164875,-9.272477830735394,-7.0344248984294815,,0.0,2025-W33
2025-08-17,46.102364_12.837956,46.10236426550555,12.83795642117184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.837956421171839,46.10236426550555]}","S1,S2",,,,,,,-18.749227352822125,-11.571083826713512,-7.178143526108611,,3.0843265056610107,2025-W33
2025-08-16,46.105574_12.841544,46.105573924248105,12.841543953137036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.841543953137037,46.105573924248105]}",S1,,,,,,,-17.891969984859504,-11.722641263177902,-6.169328721681602,,1.337486982345581,2025-W33
2025-08-15,46.110391_12.837479,46.11039116062113,12.837479043735131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.837479043735131,46.11039116062113]}",S2,0.7577932271809823,-0.6637656548503502,-0.5675675675675675,0.5058597502401537,8047.50233281493,720.6159420289855,,,,,0.0,2025-W33
2025-08-17,46.10407_12.846098,46.10407041907398,12.846097726514664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.846097726514664,46.10407041907398]}","S1,S2",0.7381938690969345,-0.6365054602184087,-0.516597510373444,0.4429160935350756,7655.288888888888,718.3486707566462,-19.20298411049377,-9.646283122024087,-9.55670098846968,,0.9274099469184875,2025-W33
2025-08-16,46.109215_12.837656,46.1092150837684,12.837656126309444,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.837656126309444,46.1092150837684]}",S1,,,,,,,-15.802984838911591,-9.449068467325242,-6.353916371586351,,1.3375746011734009,2025-W33
2025-08-16,46.103045_12.836451,46.10304494552041,12.836450966583794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.836450966583794,46.10304494552041]}",S1,,,,,,,-16.398299760741935,-11.060224416775515,-5.338075343966418,,2.2857751846313477,2025-W33
2025-08-15,46.112691_12.83065,46.11269077021331,12.830650251332775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.830650251332777,46.11269077021331]}",S2,0.6975634262748053,-0.6225690276110444,-0.5757085020242915,0.4527085124677558,6151.649646504321,721.1894770819883,,,,,1.8543341159820557,2025-W33
2025-08-17,46.10866_12.835418,46.10866026317425,12.835417599720518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.835417599720518,46.10866026317425]}","S1,S2",,,,,,,-17.957000218756264,-10.83128427951406,-7.125715939242204,,1.6274317502975464,2025-W33
2025-08-16,46.109609_12.836648,46.10960900695303,12.836648210556158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.836648210556158,46.10960900695303]}",S1,,,,,,,-19.355553727072593,-11.958236738333236,-7.397316988739357,,2.285869598388672,2025-W33
2025-08-15,46.111088_12.838175,46.111087849853035,12.838174544308568,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.838174544308568,46.111087849853035]}",S2,0.6934166266218165,-0.6360259981429898,-0.5801874163319947,0.4622406639004149,6125.706018518518,721.2284894837476,,,,,2.2858893871307373,2025-W33
2025-08-16,46.115395_12.835886,46.1153952451202,12.83588551080524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.835885510805241,46.1153952451202]}",S1,,,,,,,-16.248983579368392,-9.353805536237012,-6.895178043131381,,2.8298075199127197,2025-W33
2025-08-16,46.113802_12.83241,46.11380182393624,12.832409827327895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.832409827327897,46.11380182393624]}",S1,,,,,,,-15.126282897188062,-10.843287053760008,-4.282995843428054,,0.9274099469184875,2025-W33
2025-08-17,46.10173_12.840759,46.10172993254393,12.840758995449692,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.840758995449693,46.10172993254393]}","S1,S2",,,,,,,-17.23910032573293,-7.631415397353424,-9.607684928379507,,1.627293348312378,2025-W33
2025-08-17,46.108398_12.837858,46.108398205040054,12.837858169122873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.837858169122873,46.108398205040054]}","S1,S2",,,,,,,-16.553640770788974,-11.300360327312797,-5.253280443476177,,1.627426266670227,2025-W33
2025-08-15,46.107572_12.830295,46.1075721511848,12.83029514182492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.830295141824921,46.1075721511848]}",S2,0.6277558598282664,-0.6006389776357828,-0.5435576421491914,0.4227180527383367,5292.42796907941,721.73755186722,,,,,3.252197504043579,2025-W33
2025-08-15,46.106892_12.839824,46.106891935448225,12.839823967344817,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.839823967344817,46.106891935448225]}",S2,0.4234584711145691,-0.4436772538962319,-0.4402540690750298,0.272695652173913,3427.445719751315,719.1673657718121,,,,,0.0,2025-W33
2025-08-16,46.117318_12.829548,46.11731824846425,12.829547640627307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.829547640627307,46.11731824846425]}",S1,,,,,,,-15.425927797002338,-10.159708106640457,-5.266219690361881,,1.6276034116744995,2025-W33
2025-08-17,46.10171_12.838687,46.101709619860834,12.838687288837338,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.838687288837338,46.101709619860834]}","S1,S2",,,,,,,-16.11203422970651,-10.527749903048072,-5.584284326658437,,3.084317684173584,2025-W33
2025-08-15,46.111425_12.830821,46.11142489931207,12.83082125353038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.830821253530381,46.11142489931207]}",S2,0.7482642777155655,-0.676906552094522,-0.5988263536943185,0.5104489164086687,7755.862450592886,722.8340819764178,,,,,2.285893201828003,2025-W33
2025-08-15,46.105488_12.841409,46.105488470180674,12.841408606182906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.841408606182906,46.105488470180674]}",S2,0.3964774951076321,-0.4272,-0.4516561363201225,0.2482071016267273,3049.342019543974,719.421768707483,,,,,0.9274099469184875,2025-W33
2025-08-17,46.112065_12.833195,46.11206527166405,12.833195204867613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.833195204867613,46.11206527166405]}","S1,S2",0.6247196611014204,-0.6102741417633983,-0.5918261769270564,0.3614533305491751,4881.377370830608,718.1666666666666,-16.28905391202451,-8.548485632897794,-7.740568279126716,,1.337641954421997,2025-W33
2025-08-17,46.102883_12.835922,46.10288270191358,12.835922111547802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.835922111547802,46.10288270191358]}","S1,S2",,,,,,,-17.81630114045501,-10.90557658412992,-6.910724556325089,,2.829235553741455,2025-W33
2025-08-15,46.103433_12.846312,46.1034331268459,12.84631213792123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.84631213792123,46.1034331268459]}",S2,0.8205980066445183,-0.6831943835015357,-0.529641693811075,0.5505254648342764,9112.359712230216,722.0807291666666,,,,,3.85418438911438,2025-W33
2025-08-15,46.111786_12.836152,46.111785898888655,12.836152399713264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.836152399713265,46.111785898888655]}",S2,0.6245996156310057,-0.601010101010101,-0.5154612829031434,0.4376417233560091,6007.58064516129,722.4573690621194,,,,,0.9274099469184875,2025-W33
2025-08-16,46.114149_12.830104,46.11414924095081,12.830104339177517,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.830104339177517,46.11414924095081]}",S1,,,,,,,-15.618562111285623,-10.378217070179131,-5.24034504110649,,1.337695837020874,2025-W33
2025-08-15,46.109755_12.834976,46.10975521480702,12.834976010752884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.834976010752884,46.10975521480702]}",S2,0.7674016428880243,-0.6665307786384019,-0.5735140771637122,0.5026649512957176,8067.478196600148,721.1631299734748,,,,,0.0,2025-W33
2025-08-15,46.103886_12.846214,46.10388647116186,12.846214314037804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.846214314037804,46.10388647116186]}",S2,0.8239585784890563,-0.6962136134821624,-0.5371790596865622,0.5562248995983936,9576.06334841629,722.3939393939394,,,,,3.084341049194336,2025-W33
2025-08-15,46.102792_12.838633,46.10279155678335,12.838633094840496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.838633094840496,46.10279155678335]}",S2,0.7134424470083177,-0.6303293336737299,-0.5530864197530864,0.4633363886342804,5774.464560204953,720.625,,,,,3.08432936668396,2025-W33
2025-08-17,46.106272_12.839522,46.10627202593653,12.839522052583815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.839522052583815,46.10627202593653]}","S1,S2",,,,,,,-16.177680289963252,-10.343980120185137,-5.8337001697781155,,0.9274099469184875,2025-W33
2025-08-17,46.104149_12.843774,46.10414870081075,12.843773993975386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.843773993975386,46.10414870081075]}","S1,S2",,,,,,,-17.0054346699496,-9.686263452865148,-7.3191712170844525,,1.3374532461166382,2025-W33
2025-08-16,46.105089_12.83724,46.10508864075425,12.83723995096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.837239950959999,46.10508864075425]}",S1,,,,,,,-17.893222897358164,-8.781297183136726,-9.11192571422144,,0.9274099469184875,2025-W33
2025-08-15,46.115107_12.831077,46.115106708921545,12.83107674281598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.83107674281598,46.115106708921545]}",S2,0.7292576419213974,-0.6492364645997224,-0.59841059602649,0.4706003713637301,6420.030397505846,720.6793820933165,,,,,1.6275590658187866,2025-W33
2025-08-16,46.103028_12.84499,46.103027629920554,12.844989931325811,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.844989931325811,46.103027629920554]}",S1,,,,,,,-18.181451195516537,-10.721991221903782,-7.459459973612756,,2.8292484283447266,2025-W33
2025-08-16,46.101113_12.843045,46.10111292036783,12.843045143402913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.843045143402911,46.10111292036783]}",S1,,,,,,,-18.355890735379937,-10.420443374710963,-7.935447360668974,,0.0,2025-W33
2025-08-15,46.100828_12.840826,46.10082759456994,12.840825637500338,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.840825637500338,46.10082759456994]}",S2,0.7824893988525817,-0.6723613386379593,-0.5391705069124424,0.5114213197969543,8093.866666666666,721.2732749178532,,,,,2.82914662361145,2025-W33
2025-08-17,46.114662_12.830916,46.11466204192019,12.83091645992024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.83091645992024,46.11466204192019]}","S1,S2",0.7295719844357976,-0.6593560429304713,-0.6020714091032979,0.4332930270052398,6317.400426742532,717.9942037827943,-16.47453627370309,-10.5738636339051,-5.900672639797991,,1.8543341159820557,2025-W33
2025-08-16,46.114975_12.829644,46.114974774800274,12.829643917265098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.829643917265098,46.114974774800274]}",S1,,,,,,,-17.80058373663159,-10.312088484319068,-7.488495252312523,,3.8545751571655273,2025-W33
2025-08-17,46.109747_12.835234,46.1097465382289,12.835234232575358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.835234232575358,46.1097465382289]}","S1,S2",,,,,,,-14.877109550134652,-11.927698695464064,-2.9494108546705906,,1.33758807182312,2025-W33
2025-08-16,46.107127_12.840876,46.10712658135831,12.840875533130356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.840875533130355,46.10712658135831]}",S1,,,,,,,-17.386988634815108,-11.152427947283636,-6.234560687531472,,0.9274099469184875,2025-W33
2025-08-15,46.10097_12.839283,46.100969512924,12.839282807070129,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.839282807070127,46.100969512924]}",S2,0.8184085806934398,-0.6941668603300023,-0.5339943342776204,0.5458015267175572,9064.679738562092,721.7335766423357,,,,,3.2519326210021973,2025-W33
2025-08-17,46.106301_12.841336,46.10630100855087,12.841335726145536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.841335726145536,46.10630100855087]}","S1,S2",,,,,,,-18.46841380840117,-10.863378888207102,-7.605034920194068,,0.9274099469184875,2025-W33
2025-08-15,46.111326_12.831073,46.11132643162848,12.831073253165703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.831073253165705,46.11132643162848]}",S2,0.7434298440979955,-0.6708644610458911,-0.5883609183128671,0.505095174004999,7698.741258741258,722.9244218838128,,,,,1.8543341159820557,2025-W33
2025-08-16,46.101734_12.84063,46.101734276567406,12.84062990410368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.840629904103679,46.101734276567406]}",S1,,,,,,,-18.71985524543415,-7.462249974114568,-11.257605271319589,,2.673329591751098,2025-W33
2025-08-16,46.10475_12.839287,46.104749777839935,12.839286812884758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.839286812884758,46.104749777839935]}",S1,,,,,,,-17.455190955331712,-11.55466820093931,-5.900522754392403,,1.6273542642593384,2025-W33
2025-08-15,46.108604_12.837096,46.10860384955405,12.837096005341737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.837096005341735,46.10860384955405]}",S2,0.6602870813397129,-0.6131198347107438,-0.5871003307607497,0.4309278350515464,5112.243156199678,720.5994897959183,,,,,1.6274317502975464,2025-W33
2025-08-17,46.104947_12.838783,46.10494674636848,12.838782902893785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.838782902893785,46.104946746368476]}","S1,S2",,,,,,,-18.086591743907555,-11.137021610930915,-6.949570132976637,,1.6273597478866575,2025-W33
2025-08-15,46.112162_12.835661,46.11216245524047,12.8356608926558,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.835660892655799,46.11216245524047]}",S2,0.6060606060606061,-0.582089552238806,-0.4793246880352336,0.4260931138254558,6020.63911165947,722.7089552238806,,,,,1.8543341159820557,2025-W33
2025-08-16,46.104308_12.833692,46.10430777678519,12.833691907134726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.833691907134726,46.10430777678519]}",S1,,,,,,,-14.453578199929591,-9.980753155572229,-4.472825044357364,,1.8543341159820557,2025-W33
2025-08-16,46.10422_12.838991,46.10421966570507,12.838991159855896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.838991159855896,46.10421966570507]}",S1,,,,,,,-20.61673411673024,-13.755816361894704,-6.860917754835539,,1.6273431777954102,2025-W33
2025-08-16,46.106289_12.839006,46.10628939688066,12.83900564386389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.83900564386389,46.10628939688066]}",S1,,,,,,,-17.11742336299779,-10.855492854341373,-6.261930508656418,,3.2521533966064453,2025-W33
2025-08-17,46.103379_12.834533,46.10337941908747,12.834533242675828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.834533242675828,46.10337941908747]}","S1,S2",,,,,,,-17.067732519392127,-9.152164658927386,-7.915567860464741,,1.6273266077041626,2025-W33
